id,from_account,to_account,amount,currency_code,executed_at,status
196,15,19,12877.69,AUD,2026-01-12T13:09:00,COMPLETED
933,18,6,10696.18,EUR,2026-01-10T14:59:00,COMPLETED
791,17,3,9699.08,CHF,2026-01-11T17:54:00,COMPLETED
122,7,9,11006.93,CHF,2026-01-11T15:07:00,COMPLETED
507,19,18,7027.71,GBP,2026-01-11T09:18:00,COMPLETED
748,7,18,10489.15,CHF,2026-01-12T15:39:00,FAILED
941,14,12,7752.95,USD,2026-01-11T13:22:00,COMPLETED
539,14,10,3249.45,SGD,2026-01-10T15:21:00,COMPLETED
15,16,3,15127.85,EUR,2026-01-10T10:50:00,PENDING
121,2,7,10392.87,SGD,2026-01-12T15:48:00,COMPLETED
581,5,2,3116.38,AUD,2026-01-12T08:49:00,PENDING
175,2,10,12028.18,AUD,2026-01-10T17:32:00,COMPLETED
707,20,11,18620.43,USD,2026-01-10T13:41:00,COMPLETED
694,20,16,3796.4,USD,2026-01-10T08:34:00,COMPLETED
153,10,14,2377.68,USD,2026-01-10T12:31:00,COMPLETED
815,10,19,4934.26,EUR,2026-01-11T17:57:00,COMPLETED
852,20,6,18207.12,GBP,2026-01-12T15:23:00,COMPLETED
440,17,8,8425.33,USD,2026-01-10T12:05:00,COMPLETED
633,19,4,8538.51,CHF,2026-01-11T11:58:00,COMPLETED
736,8,20,18576.63,CAD,2026-01-10T12:33:00,COMPLETED
51,4,12,15613.32,CAD,2026-01-12T10:59:00,COMPLETED
173,3,14,1976.46,AUD,2026-01-10T16:03:00,COMPLETED
269,2,19,11258.25,AUD,2026-01-12T12:04:00,COMPLETED
710,5,9,17978.33,SGD,2026-01-12T15:35:00,COMPLETED
950,8,1,2431.13,CHF,2026-01-11T09:38:00,FAILED
92,9,15,4915.08,SGD,2026-01-12T17:42:00,COMPLETED
235,9,3,14555.27,EUR,2026-01-11T17:52:00,COMPLETED
955,3,17,3916.61,GBP,2026-01-10T17:48:00,COMPLETED
627,20,5,15902.59,GBP,2026-01-12T16:16:00,COMPLETED
906,3,14,17146.63,SGD,2026-01-10T17:30:00,COMPLETED
572,1,17,2174.09,CAD,2026-01-10T08:42:00,COMPLETED
24,20,14,19289.04,JPY,2026-01-12T12:25:00,PENDING
808,16,17,6241.66,AUD,2026-01-10T09:52:00,COMPLETED
230,5,3,14335.1,SGD,2026-01-10T12:12:00,COMPLETED
866,15,3,12793.67,CHF,2026-01-11T13:16:00,COMPLETED
387,5,6,6325.87,SGD,2026-01-12T08:55:00,COMPLETED
944,20,3,2915.6,CHF,2026-01-11T16:21:00,COMPLETED
187,4,1,9972.84,CAD,2026-01-10T10:24:00,COMPLETED
810,10,2,13756.69,EUR,2026-01-11T15:56:00,COMPLETED
993,19,3,18212.26,EUR,2026-01-11T09:21:00,COMPLETED
87,8,4,13959.0,CHF,2026-01-12T17:51:00,COMPLETED
204,20,2,15795.08,AUD,2026-01-10T13:06:00,COMPLETED
289,14,11,14361.29,EUR,2026-01-12T10:00:00,COMPLETED
336,14,5,16858.77,JPY,2026-01-10T10:00:00,COMPLETED
608,15,12,15506.6,SGD,2026-01-12T09:11:00,PENDING
924,5,16,3052.44,JPY,2026-01-12T08:18:00,COMPLETED
178,18,1,12199.45,CHF,2026-01-10T10:17:00,PENDING
267,2,10,9923.14,SGD,2026-01-11T16:00:00,COMPLETED
137,10,12,7528.08,GBP,2026-01-10T16:26:00,COMPLETED
490,16,19,17638.99,SGD,2026-01-11T09:25:00,FAILED
463,19,11,16133.89,AUD,2026-01-12T08:45:00,PENDING
328,10,13,9351.7,AUD,2026-01-11T12:23:00,COMPLETED
940,11,20,12121.3,USD,2026-01-12T13:25:00,COMPLETED
703,9,16,12788.47,JPY,2026-01-11T08:55:00,PENDING
609,20,3,16843.77,GBP,2026-01-12T11:16:00,FAILED
134,3,11,17054.21,CAD,2026-01-11T15:55:00,COMPLETED
665,4,11,7263.97,CHF,2026-01-10T16:16:00,COMPLETED
979,4,8,16770.28,SGD,2026-01-11T17:37:00,COMPLETED
256,6,19,18835.06,GBP,2026-01-10T17:46:00,COMPLETED
162,9,6,2243.03,USD,2026-01-10T08:22:00,COMPLETED
114,14,11,12094.09,USD,2026-01-10T11:43:00,COMPLETED
85,6,20,12164.59,EUR,2026-01-10T12:06:00,COMPLETED
590,3,7,13423.19,JPY,2026-01-12T14:53:00,COMPLETED
882,2,5,9803.45,USD,2026-01-11T17:02:00,COMPLETED
313,18,14,10662.08,JPY,2026-01-10T15:22:00,COMPLETED
644,10,20,1196.39,GBP,2026-01-12T15:28:00,COMPLETED
994,1,18,6556.03,SGD,2026-01-12T14:36:00,COMPLETED
411,4,11,7382.86,CHF,2026-01-10T14:49:00,FAILED
4,15,19,5599.9,USD,2026-01-10T14:21:00,COMPLETED
901,19,16,1134.07,CAD,2026-01-10T11:59:00,PENDING
743,14,12,6998.74,AUD,2026-01-11T17:41:00,COMPLETED
455,7,6,5535.89,SGD,2026-01-10T08:39:00,PENDING
646,8,20,3431.18,USD,2026-01-11T11:41:00,COMPLETED
189,2,14,423.89,EUR,2026-01-11T17:27:00,COMPLETED
744,10,6,19753.66,SGD,2026-01-12T10:28:00,COMPLETED
657,19,9,3696.55,JPY,2026-01-11T11:15:00,FAILED
54,12,10,16419.7,JPY,2026-01-10T08:42:00,COMPLETED
916,2,17,18909.18,AUD,2026-01-10T09:24:00,COMPLETED
712,15,9,17359.85,GBP,2026-01-10T16:09:00,COMPLETED
988,4,19,13516.74,SGD,2026-01-11T16:54:00,COMPLETED
335,17,2,16789.42,EUR,2026-01-12T08:48:00,COMPLETED
985,11,18,10955.07,USD,2026-01-11T09:24:00,COMPLETED
747,4,10,9028.73,USD,2026-01-11T11:47:00,COMPLETED
978,6,3,7306.01,JPY,2026-01-11T11:38:00,COMPLETED
431,6,9,15477.91,EUR,2026-01-10T16:00:00,COMPLETED
361,13,11,8832.45,CAD,2026-01-12T17:08:00,COMPLETED
68,1,4,15579.49,JPY,2026-01-10T16:29:00,COMPLETED
519,11,3,4483.96,JPY,2026-01-12T12:26:00,COMPLETED
268,14,5,17654.99,AUD,2026-01-11T13:02:00,COMPLETED
716,5,20,5698.43,CAD,2026-01-12T13:07:00,COMPLETED
776,19,7,17656.84,EUR,2026-01-11T13:44:00,PENDING
103,16,15,6847.08,USD,2026-01-11T15:07:00,COMPLETED
907,9,1,14613.85,JPY,2026-01-10T13:27:00,COMPLETED
735,2,11,6991.21,CAD,2026-01-11T09:55:00,FAILED
341,13,15,11321.79,JPY,2026-01-11T09:41:00,PENDING
931,4,2,19875.77,GBP,2026-01-11T12:23:00,COMPLETED
845,9,15,10363.14,EUR,2026-01-10T15:40:00,FAILED
483,4,2,7888.4,SGD,2026-01-10T08:23:00,COMPLETED
504,1,6,3895.63,JPY,2026-01-10T11:02:00,COMPLETED
83,2,1,18994.75,JPY,2026-01-10T17:09:00,COMPLETED
281,17,7,11239.69,SGD,2026-01-12T14:20:00,COMPLETED
35,15,10,8489.0,SGD,2026-01-10T11:18:00,COMPLETED
878,15,7,2841.86,JPY,2026-01-10T17:15:00,COMPLETED
892,2,20,3641.01,SGD,2026-01-12T09:40:00,COMPLETED
822,3,16,2302.1,SGD,2026-01-11T10:18:00,FAILED
647,6,3,19936.5,CAD,2026-01-11T14:25:00,COMPLETED
450,18,8,1939.77,EUR,2026-01-10T09:00:00,COMPLETED
926,3,1,17442.28,JPY,2026-01-12T13:26:00,COMPLETED
216,2,16,17488.63,EUR,2026-01-12T16:54:00,COMPLETED
305,7,19,10756.37,GBP,2026-01-11T16:28:00,COMPLETED
840,5,14,17210.05,CAD,2026-01-12T10:29:00,COMPLETED
775,18,5,7891.68,AUD,2026-01-11T08:11:00,COMPLETED
854,5,16,15067.59,CAD,2026-01-11T11:42:00,COMPLETED
309,12,3,10846.21,USD,2026-01-10T15:02:00,COMPLETED
262,13,5,15225.27,EUR,2026-01-11T11:29:00,COMPLETED
403,16,9,6491.16,CHF,2026-01-11T16:36:00,COMPLETED
9,15,12,3294.95,AUD,2026-01-10T12:44:00,PENDING
398,9,5,14043.46,GBP,2026-01-10T10:45:00,COMPLETED
454,14,13,9947.72,CAD,2026-01-12T14:11:00,COMPLETED
243,8,4,566.97,GBP,2026-01-11T16:24:00,COMPLETED
548,13,12,12246.6,GBP,2026-01-11T15:07:00,COMPLETED
125,16,10,10202.0,CHF,2026-01-11T15:30:00,COMPLETED
945,19,13,1814.54,CAD,2026-01-12T12:26:00,COMPLETED
813,15,4,5489.45,GBP,2026-01-11T09:00:00,PENDING
718,16,7,2020.13,CAD,2026-01-12T15:33:00,PENDING
655,18,1,14031.33,CHF,2026-01-10T12:05:00,COMPLETED
317,2,5,10102.72,CHF,2026-01-10T17:20:00,COMPLETED
394,15,9,7004.11,EUR,2026-01-11T09:49:00,COMPLETED
566,5,4,7778.74,AUD,2026-01-12T14:26:00,COMPLETED
260,13,10,9098.21,USD,2026-01-10T15:26:00,COMPLETED
246,15,3,16219.74,AUD,2026-01-12T13:45:00,COMPLETED
876,10,7,3573.54,USD,2026-01-11T11:19:00,PENDING
708,18,4,2560.26,JPY,2026-01-11T16:50:00,PENDING
56,13,18,6656.44,USD,2026-01-10T12:11:00,COMPLETED
679,14,6,3718.53,USD,2026-01-10T11:42:00,COMPLETED
758,14,10,18199.22,AUD,2026-01-11T16:08:00,COMPLETED
36,2,19,14727.96,USD,2026-01-12T13:03:00,COMPLETED
621,17,9,4269.77,GBP,2026-01-10T13:38:00,FAILED
661,16,6,19688.67,CHF,2026-01-11T11:48:00,COMPLETED
22,8,2,4855.39,EUR,2026-01-10T15:52:00,COMPLETED
316,2,8,14823.79,CAD,2026-01-11T11:34:00,COMPLETED
377,4,6,18601.95,JPY,2026-01-12T10:35:00,COMPLETED
733,19,7,14698.61,AUD,2026-01-11T10:31:00,PENDING
819,15,19,2679.32,SGD,2026-01-10T15:19:00,PENDING
372,18,19,13768.9,JPY,2026-01-11T13:25:00,COMPLETED
149,15,3,2858.1,JPY,2026-01-12T14:54:00,COMPLETED
804,20,4,17298.64,CHF,2026-01-12T13:45:00,COMPLETED
896,2,12,5737.04,CAD,2026-01-11T13:39:00,FAILED
253,4,17,3102.66,GBP,2026-01-10T13:59:00,FAILED
700,15,8,14765.5,USD,2026-01-10T15:47:00,FAILED
487,12,6,8943.22,CHF,2026-01-11T15:16:00,COMPLETED
839,3,1,2922.72,SGD,2026-01-12T14:08:00,COMPLETED
559,12,15,2324.77,JPY,2026-01-10T13:22:00,PENDING
325,20,2,17478.73,JPY,2026-01-12T16:13:00,COMPLETED
116,6,16,10403.33,SGD,2026-01-11T10:37:00,COMPLETED
717,17,3,923.36,GBP,2026-01-10T08:12:00,COMPLETED
384,5,11,2401.34,CHF,2026-01-10T10:23:00,PENDING
547,2,6,2119.08,SGD,2026-01-12T15:11:00,PENDING
503,3,10,14205.91,CAD,2026-01-10T16:56:00,COMPLETED
58,17,4,7734.65,JPY,2026-01-11T08:45:00,COMPLETED
604,16,11,7174.91,JPY,2026-01-10T12:39:00,COMPLETED
261,15,7,6836.84,GBP,2026-01-11T13:46:00,COMPLETED
419,1,12,18681.79,GBP,2026-01-11T17:26:00,COMPLETED
451,8,5,4002.75,CAD,2026-01-11T09:37:00,COMPLETED
282,15,18,6879.42,AUD,2026-01-12T12:39:00,COMPLETED
220,4,11,15838.04,GBP,2026-01-10T12:58:00,COMPLETED
180,3,5,14832.33,USD,2026-01-10T16:13:00,COMPLETED
110,10,15,1470.04,JPY,2026-01-11T17:42:00,COMPLETED
148,6,9,18285.28,SGD,2026-01-11T13:51:00,COMPLETED
224,20,18,377.89,JPY,2026-01-12T10:18:00,COMPLETED
434,19,12,2432.05,USD,2026-01-10T11:51:00,COMPLETED
868,9,6,8839.47,SGD,2026-01-10T17:25:00,COMPLETED
762,1,11,17608.63,CAD,2026-01-11T12:28:00,FAILED
767,7,8,692.98,USD,2026-01-11T14:14:00,FAILED
826,19,14,15697.06,CAD,2026-01-12T13:34:00,PENDING
400,3,13,10336.49,CHF,2026-01-12T13:29:00,COMPLETED
755,12,10,4762.29,CHF,2026-01-10T12:56:00,COMPLETED
599,12,1,11092.81,GBP,2026-01-10T08:00:00,COMPLETED
338,18,14,286.43,CHF,2026-01-12T12:01:00,COMPLETED
995,14,9,457.03,SGD,2026-01-12T08:20:00,COMPLETED
827,8,6,13269.11,EUR,2026-01-12T17:53:00,COMPLETED
792,9,17,11524.1,AUD,2026-01-10T17:36:00,COMPLETED
126,15,18,2935.61,JPY,2026-01-12T16:47:00,COMPLETED
615,5,16,18786.55,USD,2026-01-10T15:14:00,COMPLETED
244,4,9,15510.54,SGD,2026-01-10T17:18:00,PENDING
962,4,8,2617.85,GBP,2026-01-12T11:19:00,COMPLETED
509,9,14,10289.96,USD,2026-01-11T10:41:00,COMPLETED
991,12,19,586.65,AUD,2026-01-11T09:27:00,COMPLETED
538,4,16,4013.0,JPY,2026-01-11T16:12:00,COMPLETED
794,7,1,2408.23,SGD,2026-01-12T09:47:00,COMPLETED
595,20,3,15131.41,USD,2026-01-12T09:22:00,COMPLETED
849,16,19,3423.13,USD,2026-01-12T12:51:00,FAILED
681,18,2,575.98,CAD,2026-01-12T09:06:00,COMPLETED
953,5,11,9247.83,GBP,2026-01-11T10:03:00,COMPLETED
124,3,8,19845.53,EUR,2026-01-11T09:41:00,COMPLETED
513,10,4,9660.68,AUD,2026-01-11T13:55:00,COMPLETED
753,7,17,19337.49,USD,2026-01-10T11:59:00,COMPLETED
585,10,7,19008.65,SGD,2026-01-12T08:07:00,PENDING
115,19,1,19991.47,CHF,2026-01-12T08:48:00,FAILED
922,10,15,12437.98,EUR,2026-01-10T15:05:00,COMPLETED
144,8,20,16048.54,JPY,2026-01-12T11:39:00,COMPLETED
863,12,8,14518.75,CHF,2026-01-10T08:01:00,PENDING
742,8,3,5361.83,CAD,2026-01-11T17:05:00,COMPLETED
860,9,11,5443.01,EUR,2026-01-11T17:25:00,COMPLETED
407,12,9,1694.29,GBP,2026-01-10T14:40:00,COMPLETED
93,11,1,9911.41,AUD,2026-01-10T15:13:00,COMPLETED
674,20,7,11558.23,GBP,2026-01-11T13:20:00,PENDING
987,10,6,9855.02,GBP,2026-01-11T14:31:00,FAILED
373,19,17,3057.36,USD,2026-01-11T09:18:00,COMPLETED
417,20,17,3813.5,CAD,2026-01-11T08:50:00,COMPLETED
935,10,16,17924.75,GBP,2026-01-12T15:21:00,PENDING
306,7,19,9802.12,SGD,2026-01-10T15:08:00,COMPLETED
617,15,2,846.1,AUD,2026-01-10T16:40:00,COMPLETED
322,10,5,16125.23,USD,2026-01-12T14:26:00,COMPLETED
86,1,10,11537.14,CAD,2026-01-11T11:04:00,COMPLETED
938,2,20,12844.19,JPY,2026-01-11T11:01:00,COMPLETED
57,9,2,2212.63,CAD,2026-01-11T13:27:00,COMPLETED
21,1,20,6516.91,USD,2026-01-10T13:56:00,COMPLETED
802,19,11,16000.73,AUD,2026-01-10T10:17:00,COMPLETED
910,8,3,11191.81,USD,2026-01-12T14:13:00,COMPLETED
740,13,17,8718.1,GBP,2026-01-10T15:35:00,COMPLETED
44,17,1,13373.87,CHF,2026-01-12T09:56:00,COMPLETED
873,16,14,8108.06,EUR,2026-01-12T11:00:00,COMPLETED
660,2,16,7455.37,AUD,2026-01-11T17:55:00,COMPLETED
181,14,15,6850.87,AUD,2026-01-11T13:49:00,COMPLETED
564,17,5,19278.9,USD,2026-01-12T08:35:00,COMPLETED
675,17,16,15506.15,SGD,2026-01-10T14:39:00,COMPLETED
285,19,18,7624.9,CAD,2026-01-11T10:18:00,COMPLETED
823,12,20,11514.83,EUR,2026-01-11T09:20:00,COMPLETED
809,5,7,14505.18,SGD,2026-01-11T16:07:00,COMPLETED
265,7,6,9990.4,SGD,2026-01-11T12:31:00,COMPLETED
30,12,14,8251.49,USD,2026-01-12T09:03:00,COMPLETED
140,15,10,13568.34,GBP,2026-01-10T15:22:00,COMPLETED
280,14,17,15510.7,SGD,2026-01-12T08:45:00,COMPLETED
164,17,4,14926.02,SGD,2026-01-11T13:32:00,COMPLETED
207,10,18,7564.75,AUD,2026-01-10T16:05:00,PENDING
38,3,20,1405.82,JPY,2026-01-11T09:56:00,COMPLETED
663,12,13,17214.98,GBP,2026-01-11T09:44:00,COMPLETED
433,18,14,4529.08,JPY,2026-01-11T13:17:00,COMPLETED
447,4,3,3194.43,CHF,2026-01-12T17:02:00,COMPLETED
574,10,7,15084.2,USD,2026-01-11T15:06:00,PENDING
498,5,20,12192.67,CAD,2026-01-10T14:56:00,COMPLETED
476,4,1,1010.54,SGD,2026-01-12T14:10:00,COMPLETED
318,20,11,4776.24,GBP,2026-01-12T16:14:00,COMPLETED
848,10,6,754.76,CHF,2026-01-12T17:16:00,COMPLETED
817,2,3,8557.99,GBP,2026-01-12T17:57:00,COMPLETED
252,17,12,2610.28,GBP,2026-01-10T14:32:00,COMPLETED
29,8,16,16159.57,JPY,2026-01-10T09:42:00,COMPLETED
197,3,16,8872.05,CHF,2026-01-11T17:03:00,COMPLETED
154,4,8,17750.82,GBP,2026-01-11T15:23:00,PENDING
117,16,3,9426.71,CAD,2026-01-11T13:42:00,COMPLETED
245,16,7,2496.62,EUR,2026-01-11T10:57:00,FAILED
416,20,10,15590.44,USD,2026-01-12T12:13:00,COMPLETED
242,3,19,2797.02,AUD,2026-01-11T13:41:00,COMPLETED
616,9,12,4718.67,JPY,2026-01-12T13:24:00,COMPLETED
704,7,4,4757.52,CAD,2026-01-11T08:10:00,COMPLETED
263,9,15,4995.98,EUR,2026-01-10T12:24:00,PENDING
165,4,15,10101.58,USD,2026-01-12T16:19:00,COMPLETED
662,5,2,10538.42,CAD,2026-01-11T16:02:00,COMPLETED
294,11,10,9114.26,SGD,2026-01-10T16:29:00,COMPLETED
972,14,4,15240.12,AUD,2026-01-10T15:07:00,COMPLETED
274,20,11,3291.92,CHF,2026-01-12T13:32:00,COMPLETED
423,5,9,1717.76,EUR,2026-01-12T11:51:00,COMPLETED
867,3,9,15553.26,CAD,2026-01-11T13:03:00,COMPLETED
209,16,7,4569.53,GBP,2026-01-10T09:18:00,COMPLETED
650,13,19,142.8,GBP,2026-01-11T16:06:00,COMPLETED
66,5,1,971.96,SGD,2026-01-12T09:29:00,COMPLETED
934,5,15,18559.84,GBP,2026-01-10T16:32:00,COMPLETED
851,9,5,12335.17,CHF,2026-01-11T08:47:00,COMPLETED
881,7,17,9194.49,GBP,2026-01-12T17:14:00,COMPLETED
327,16,8,13927.74,JPY,2026-01-11T11:35:00,COMPLETED
421,9,7,844.55,USD,2026-01-11T16:18:00,PENDING
446,4,18,7197.83,JPY,2026-01-11T12:29:00,COMPLETED
865,3,20,2641.65,GBP,2026-01-10T10:16:00,COMPLETED
999,2,10,19924.74,CAD,2026-01-10T17:47:00,COMPLETED
784,18,9,12414.33,JPY,2026-01-10T10:09:00,COMPLETED
702,11,6,12601.83,USD,2026-01-12T16:33:00,COMPLETED
765,1,12,1635.53,SGD,2026-01-10T16:54:00,COMPLETED
155,18,14,11767.44,GBP,2026-01-11T09:53:00,COMPLETED
247,18,10,17832.07,GBP,2026-01-12T10:50:00,COMPLETED
152,20,18,6593.73,JPY,2026-01-12T09:40:00,COMPLETED
474,8,12,19648.47,GBP,2026-01-12T09:52:00,FAILED
374,3,4,16634.79,GBP,2026-01-11T12:21:00,COMPLETED
206,5,12,6239.12,CAD,2026-01-10T17:45:00,COMPLETED
535,13,4,10968.28,SGD,2026-01-12T10:13:00,PENDING
62,13,6,12329.52,CHF,2026-01-11T16:53:00,COMPLETED
642,3,5,9459.79,CAD,2026-01-10T09:16:00,COMPLETED
745,8,7,13722.92,GBP,2026-01-12T09:07:00,FAILED
580,18,9,2644.83,CHF,2026-01-10T13:29:00,FAILED
958,16,14,6839.25,GBP,2026-01-10T11:09:00,COMPLETED
445,19,4,3150.44,GBP,2026-01-11T15:20:00,COMPLETED
929,2,5,7094.76,SGD,2026-01-10T17:59:00,COMPLETED
788,3,10,6490.3,CAD,2026-01-10T14:53:00,COMPLETED
874,16,4,11366.52,AUD,2026-01-11T12:25:00,COMPLETED
630,16,20,12016.29,EUR,2026-01-10T15:42:00,COMPLETED
829,6,10,19119.87,EUR,2026-01-12T09:43:00,COMPLETED
546,9,13,13813.55,SGD,2026-01-11T10:07:00,COMPLETED
654,13,8,13554.41,JPY,2026-01-11T14:22:00,COMPLETED
960,4,5,18472.02,SGD,2026-01-11T12:44:00,COMPLETED
275,18,16,14189.36,CHF,2026-01-11T08:23:00,COMPLETED
479,4,3,6869.07,CAD,2026-01-10T09:35:00,COMPLETED
961,5,15,17800.04,AUD,2026-01-10T12:01:00,FAILED
761,11,3,11168.94,EUR,2026-01-10T13:53:00,COMPLETED
1003,1,20,7088.68,CAD,2026-01-10T09:33:00,COMPLETED
677,3,6,6905.33,AUD,2026-01-11T12:45:00,COMPLETED
219,17,12,4753.77,EUR,2026-01-11T11:01:00,COMPLETED
512,13,19,2091.13,AUD,2026-01-12T17:38:00,COMPLETED
591,7,18,16583.54,CAD,2026-01-12T09:47:00,PENDING
192,17,3,7945.55,CHF,2026-01-12T13:14:00,COMPLETED
884,6,19,1325.95,EUR,2026-01-10T15:38:00,PENDING
529,4,13,10091.56,CHF,2026-01-10T09:52:00,COMPLETED
721,12,2,16481.68,CHF,2026-01-12T08:46:00,COMPLETED
643,12,3,12200.13,CAD,2026-01-11T17:41:00,COMPLETED
20,17,20,4018.28,AUD,2026-01-10T16:49:00,COMPLETED
903,9,7,6751.03,USD,2026-01-12T17:03:00,COMPLETED
185,19,16,10562.34,CHF,2026-01-10T11:25:00,COMPLETED
561,14,4,5123.07,JPY,2026-01-10T09:59:00,COMPLETED
782,18,1,12179.28,SGD,2026-01-10T11:37:00,PENDING
688,17,5,6910.5,SGD,2026-01-12T08:44:00,COMPLETED
465,16,2,1850.63,JPY,2026-01-12T11:01:00,COMPLETED
528,7,1,13551.13,JPY,2026-01-10T13:19:00,COMPLETED
640,4,8,8959.57,GBP,2026-01-10T11:32:00,COMPLETED
258,19,9,13040.04,CAD,2026-01-12T08:31:00,PENDING
412,5,3,10633.64,USD,2026-01-12T10:28:00,COMPLETED
425,2,8,1769.95,CAD,2026-01-10T15:39:00,COMPLETED
205,13,10,5077.32,GBP,2026-01-11T09:37:00,PENDING
321,14,5,6032.78,GBP,2026-01-12T15:15:00,COMPLETED
553,16,6,1543.56,SGD,2026-01-11T11:21:00,COMPLETED
680,3,7,3379.86,EUR,2026-01-10T09:59:00,COMPLETED
444,11,15,5475.52,EUR,2026-01-10T10:49:00,FAILED
308,13,9,16338.24,JPY,2026-01-12T09:02:00,COMPLETED
824,3,10,10678.27,CAD,2026-01-12T14:15:00,PENDING
517,16,12,10170.93,GBP,2026-01-12T16:11:00,COMPLETED
310,14,6,15390.99,CAD,2026-01-11T14:28:00,COMPLETED
844,4,19,9656.58,EUR,2026-01-10T16:54:00,FAILED
668,6,19,2666.23,JPY,2026-01-10T12:51:00,COMPLETED
79,5,20,10705.77,CAD,2026-01-12T17:42:00,COMPLETED
